Red,Green,Blue
0.8318933823529412,0.4066482843137255,0.564077818627451
0.8312959558823529,0.4071691176470588,0.5661458333333333
0.8239583333333333,0.40565257352941175,0.5575520833333333
0.8139552696078431,0.3982077205882353,0.5450674019607843
0.8078737745098039,0.40113357843137254,0.5397671568627451
0.8032935049019608,0.39814644607843136,0.541452205882353
0.8052236519607843,0.4045343137254902,0.5440563725490196
0.795281862745098,0.3975030637254902,0.5352941176470588
0.7994944852941176,0.4125765931372549,0.545281862745098
0.7942708333333334,0.4095435049019608,0.5448835784313726
0.7993412990196078,0.4236672794117647,0.5548253676470588
0.8021292892156863,0.4362745098039216,0.5642616421568627
0.8028492647058824,0.44008884803921566,0.5715533088235294
0.805499387254902,0.4479166666666667,0.5808210784313725
0.8131127450980392,0.4589920343137255,0.5918351715686274
0.8129442401960785,0.46239276960784315,0.5946691176470589
0.8169424019607843,0.4753216911764706,0.6043504901960784
0.8239123774509803,0.49744178921568627,0.6167738970588236
0.824234068627451,0.5075214460784314,0.6248774509803922
0.8208639705882353,0.5130208333333334,0.6307138480392157
0.8241727941176471,0.5217371323529412,0.6377297794117647
0.8323069852941176,0.5405177696078431,0.6518535539215686
0.8304993872549019,0.5507046568627451,0.6547028186274509
0.8330116421568627,0.5599571078431372,0.6599724264705882
0.839031862745098,0.5769761029411765,0.6717830882352941
0.8369025735294118,0.5802236519607843,0.6705575980392157
0.8317401960784314,0.6026194852941177,0.6821844362745098
0.8214767156862746,0.6268535539215686,0.6989736519607843
0.8199754901960784,0.6345588235294117,0.7055606617647059
0.8143535539215686,0.6381740196078431,0.7036764705882353
0.8123314950980393,0.6444393382352941,0.7021905637254902
0.8131280637254902,0.6474417892156863,0.7060814950980392
0.8139552696078431,0.6560814950980393,0.7079963235294118
0.8128982843137255,0.6591299019607844,0.7064491421568627
0.8145986519607843,0.667172181372549,0.7100183823529411
0.8130821078431373,0.6705575980392157,0.707781862745098
0.817218137254902,0.6881587009803921,0.7162377450980392
0.8187653186274509,0.7041819852941177,0.7228094362745098
0.8206035539215686,0.7222426470588236,0.7290900735294118
0.8257659313725491,0.7370710784313725,0.7353553921568627
0.8344975490196078,0.75859375,0.7474571078431372
0.836749387254902,0.7758578431372549,0.7576133578431372
0.848422181372549,0.7998774509803922,0.7756127450980392
0.8533241421568627,0.8055912990196078,0.7799785539215687
0.8552542892156862,0.8088388480392157,0.7812806372549019
0.8547794117647058,0.8094362745098039,0.7802849264705882
0.8585018382352941,0.8145680147058824,0.7844822303921568
0.8590379901960784,0.8184436274509804,0.7867953431372549
0.8608149509803922,0.8215379901960784,0.7878216911764706
0.8621783088235294,0.8252910539215687,0.7920496323529411
0.8610906862745098,0.8276041666666667,0.7941023284313725
0.8627297794117647,0.8328125,0.7991115196078431
0.858547794117647,0.8323376225490197,0.7965533088235294
0.8567708333333334,0.8337009803921569,0.7951133578431373
0.8527420343137255,0.8340533088235295,0.7920802696078432
0.8481924019607843,0.8335631127450981,0.7838388480392157
0.8431066176470589,0.8348805147058823,0.7750765931372549
0.8412683823529412,0.8354932598039215,0.7700674019607843
0.8382965686274509,0.8373008578431372,0.767141544117647
0.8365808823529411,0.8402726715686275,0.7660845588235294
0.8379442401960784,0.8448376225490196,0.769546568627451
0.8484987745098039,0.8538296568627451,0.7881433823529411
0.837515318627451,0.8497855392156862,0.7822303921568627
0.8315104166666667,0.8508425245098039,0.7822610294117647
0.8286458333333333,0.8505055147058823,0.7828125
0.8341758578431373,0.8552542892156862,0.7897518382352942
0.8343903186274509,0.8583792892156863,0.7923866421568627
0.8318627450980393,0.858547794117647,0.7878063725490196
0.8270373774509804,0.8540441176470588,0.7789828431372549
0.8221813725490196,0.8499234068627451,0.777405024509804
0.8064950980392157,0.8363664215686275,0.7700827205882353
0.8099571078431372,0.8401194852941176,0.7783700980392156
0.8103860294117647,0.8438265931372549,0.7815104166666667
0.8114123774509804,0.8442708333333333,0.7840379901960784
0.8118412990196079,0.8459712009803921,0.7873468137254902
0.8141084558823529,0.8479473039215686,0.7888327205882353
0.8233455882352941,0.8531709558823529,0.7912683823529412
0.8231770833333333,0.8560049019607843,0.7934589460784314
0.820373774509804,0.8548100490196079,0.792218137254902
0.8234375,0.8545036764705882,0.7923406862745098
0.8663296568627451,0.878921568627451,0.8282475490196078
0.8411305147058824,0.8550857843137255,0.7834712009803921
0.8192401960784313,0.8349417892156863,0.7750612745098039
0.791390931372549,0.8107383578431373,0.7691023284313725
0.7809283088235294,0.8040287990196079,0.7611519607843137
0.7778799019607843,0.8225949754901961,0.7507199754901961
0.7629289215686275,0.8142310049019608,0.739047181372549
0.753844975490196,0.8068167892156862,0.7265931372549019
0.7465992647058823,0.8025888480392157,0.7145067401960784
0.7284313725490196,0.7924938725490196,0.6943933823529411
0.7172028186274509,0.7822916666666667,0.6685049019607843
0.7076133578431373,0.7746323529411765,0.6480392156862745
0.6988357843137255,0.7646139705882353,0.6287224264705882
0.6837775735294118,0.7506433823529411,0.6077052696078431
0.67421875,0.7387101715686275,0.5889705882352941
0.6644607843137255,0.7256740196078432,0.5702818627450981
0.6538756127450981,0.7126991421568627,0.5481464460784313
0.6403492647058824,0.699203431372549,0.5232077205882353
0.6355851715686275,0.6926164215686275,0.5038602941176471
0.6288296568627451,0.683578431372549,0.49505208333333334
0.614874387254902,0.6736672794117647,0.4832873774509804
0.6012254901960784,0.6642922794117647,0.47175245098039215
0.5928462009803922,0.6564338235294118,0.4626531862745098
0.5824908088235294,0.6494791666666667,0.45261948529411766
0.5725796568627451,0.6428921568627451,0.4438265931372549
0.561734068627451,0.6390012254901961,0.4347886029411765
0.5564950980392157,0.6345894607843138,0.4270220588235294
0.5531556372549019,0.6325367647058824,0.42378982843137253
0.5443627450980392,0.6273590686274509,0.41784620098039216
0.5463848039215686,0.6256740196078432,0.41582414215686275
0.5383884803921568,0.6183210784313725,0.40856311274509804
0.5367034313725491,0.6145680147058824,0.4032322303921569
0.5303768382352941,0.6079503676470588,0.3964767156862745
0.5282169117647059,0.6034773284313726,0.3931219362745098
0.5298100490196078,0.6027573529411765,0.3902420343137255
0.5217524509803921,0.5955575980392157,0.3786764705882353
0.4987285539215686,0.575811887254902,0.35651041666666666
0.49837622549019606,0.5697150735294118,0.35582107843137256
0.49829963235294117,0.5675091911764706,0.3615042892156863
0.5003676470588235,0.567907475490196,0.37090992647058824
0.5070772058823529,0.5725490196078431,0.38368566176470587
0.5157475490196078,0.576623774509804,0.39535845588235297
0.5217371323529412,0.5816023284313725,0.4058670343137255
0.5279564950980392,0.5868106617647059,0.41760110294117647
